District code,District name,School start date,Grades: In person,Grades: Hybrid,Grades: Remote,Percentage of students who are fully remote,Total number of students in the district,Predominant learning model ,Organization type,Alliance District,Reporting period,Update date
1500161,Devereux Glenholme School,,"g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1510011,Waterbury School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public School Districts,Opportunity,"January 25, 2021 - January 29, 2021",02/03/2021
1520011,Waterford School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1520161,Waterford Country School,,"g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1530011,Watertown School District,,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1540011,Westbrook School District,,"PK, K, g1, g2, g3, g4",N/A,"g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1550011,West Hartford School District,,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1550161,Gengras Center,,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1550261,Intensive Education Academy,,"g1, g2, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1550361,American School for the Deaf,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1550561,Ben Bronz Academy,,N/A,"g7, g8, g9, g10, g11, g12","g2, g3, g4, g5, g6",,,Most/All Grades Hybrid,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1550861,PACES,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1560011,West Haven School District,,"PK, K, g1, g2, g3, g4, g5, g6, g9, g10, g11, g12",N/A,"g7, g8",,,Most/All Grades Fully In-Person,Public School Districts,Alliance,"January 25, 2021 - January 29, 2021",02/03/2021
1570011,Weston School District,,"PK, K, g1","g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1580011,Westport School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1590011,Wethersfield School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1600011,Willington School District,,"PK, K, g1, g2, g3, g4",N/A,"g5, g6, g7, g8",,,Most/All Grades Fully In-Person,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1610011,Wilton School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1610221,Westport Day School,,N/A,"g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Approved Private Special Education Program,,"January 25, 2021 - January 29, 2021",02/03/2021
1620011,Winchester School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6",,,Most/All Grades Fully Remote,Public School Districts,Alliance,"January 25, 2021 - January 29, 2021",02/03/2021
1630011,Windham School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public School Districts,Alliance,"January 25, 2021 - January 29, 2021",02/03/2021
1640011,Windsor School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,Alliance,"January 25, 2021 - January 29, 2021",02/03/2021
1650011,Windsor Locks School District,,"PK, K, g1, g2, g3, g4, g5","g8, g9","g6, g7, g10, g11, g12",,,Most/All Grades Fully In-Person,Public School Districts,Alliance,"January 25, 2021 - January 29, 2021",02/03/2021
1660011,Wolcott School District,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1670011,Woodbridge School District,,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
1690011,Woodstock School District,,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,,Most/All Grades Hybrid,Public School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2010012,Regional School District 01,,N/A,"g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2040012,Regional School District 04,,"g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2050012,Regional School District 05,,"g7, g8","g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2060012,Regional School District 06,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2070012,Regional School District 07,,N/A,"g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2080012,Regional School District 08,,N/A,"g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2090012,Regional School District 09,,N/A,"g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2100012,Regional School District 10,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2110012,Regional School District 11,,N/A,N/A,"g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2120012,Regional School District 12,,"PK, K, g1, g2, g3, g4, g5",N/A,"g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2130012,Regional School District 13,,"g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,"PK, K, g1, g2",,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2140012,Regional School District 14,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2150012,Regional School District 15,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2160012,Regional School District 16,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2170012,Regional School District 17,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2180012,Regional School District 18,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2190012,Regional School District 19,,N/A,"g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Regional School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2410014,Capitol Region Education Council,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2420014,EdAdvance,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2430014,Cooperative Educational Services,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2440014,Area Cooperative Educational Services,,"K, g1, g2, g3, g4, g5, g9, g10, g11, g12","g6, g7, g8",N/A,,,Most/All Grades Fully In-Person,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2450014,Learn,,N/A,"g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12","PK, K",,,Most/All Grades Hybrid,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),,"g1, g2, g3, g4, g5, g6, g7, g8","PK, K, g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Regional Education Service Center School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2610013,Jumoke Academy District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2630013,Odyssey Community School District,,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2640013,Integrated Day Charter School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2650013,Interdistrict School for Arts and Comm District,,N/A,N/A,"g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2680013,Common Ground High School District,,N/A,N/A,"g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2690013,The Bridge Academy District,,N/A,"g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2700013,Side By Side Charter School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2720013,Explorations District,,N/A,"g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2790013,Amistad Academy District,,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2800013,New Beginnings Inc Family Academy District,,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2830013,Park City Prep Charter School District,,N/A,N/A,"g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2850013,Achievement First Bridgeport Academy District,,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2860013,Highville Charter School District,,PK,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2880013,Achievement First Hartford Academy District,,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2890013,Elm City College Preparatory School District,,N/A,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2900013,Brass City Charter School District,,N/A,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2910013,Elm City Montessori School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2940013,Great Oaks Charter School District,,N/A,N/A,"g6, g7, g8, g9, g10, g11, g12",,,Most/All Grades Fully Remote,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2950013,Booker T. Washington Academy District,,N/A,"K, g1, g2, g3, g4, g5, g6, g7",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2960013,Stamford Charter School for Excellence District,,N/A,"K, g1, g2, g3, g4, g5, g6",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
2970013,Capital Preparatory Harbor School District,,N/A,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public Charter School Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
9000016,Connecticut Technical Education and Career System,,N/A,"g10, g11, g12",g9,,,Most/All Grades Hybrid,CT Technical Education and Career Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
9010022,Norwich Free Academy District,,N/A,N/A,"g9, g10, g11, g12",,,Most/All Grades Fully Remote,Endowed and Incorporated Academies Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
9020022,The Gilbert School District,,N/A,"g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Endowed and Incorporated Academies Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
9030022,The Woodstock Academy District,,N/A,N/A,"g9, g10, g11, g12",,,Most/All Grades Fully Remote,Endowed and Incorporated Academies Districts,,"January 25, 2021 - January 29, 2021",02/03/2021
0010011,Andover School District,,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0020011,Ansonia School District,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,Alliance,"February 1, 2021 - February 5, 2021",02/09/2021
0030011,Ashford School District,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0040011,Avon School District,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,"g9, g10, g11, g12",,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0046821,The Webb School in the Valley,,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"February 1, 2021 - February 5, 2021",02/09/2021
0046921,Oak Hill School at Farmington Valley Montessori,,N/A,"g1, g3, g4, g5, g6, g8, g9, g10, g12",N/A,,,Most/All Grades Hybrid,Approved Private Special Education Program,,"February 1, 2021 - February 5, 2021",02/09/2021
0050011,Barkhamsted School District,,"K, g1, g2, g3, g4, g5, g6",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0070011,Berlin School District,,"PK, K, g1, g2, g3, g4, g5","g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0080011,Bethany School District,,"PK, K, g1, g2, g3, g4, g5, g6",N/A,N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0090011,Bethel School District,,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8","g9, g10, g11, g12",N/A,,,Most/All Grades Fully In-Person,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0100161,Arch Bridge School,,"g9, g10, g11, g12",N/A,N/A,,,Most/All Grades Fully In-Person,Approved Private Special Education Program,,"February 1, 2021 - February 5, 2021",02/09/2021
0110011,Bloomfield School District,,PK,"K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,Alliance,"February 1, 2021 - February 5, 2021",02/09/2021
0120011,Bolton School District,,"K, g1, g2, g3, g4, g5","PK, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0130011,Bozrah School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8",N/A,,,Most/All Grades Hybrid,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0140011,Branford School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,,"February 1, 2021 - February 5, 2021",02/09/2021
0150011,Bridgeport School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,Opportunity,"February 1, 2021 - February 5, 2021",02/09/2021
0170011,Bristol School District,,N/A,"PK, K, g1, g2, g3, g4, g5, g6, g7, g8, g9, g10, g11, g12",N/A,,,Most/All Grades Hybrid,Public School Districts,Alliance,"February 1, 2021 - February 5, 2021",02/09/2021
